text,is_Error
I like it,0
This is surely one of the BEST games i ever played its just great the graphics are good the gameplay is great and there's lots of sharks to get. But i would like if there was team seasons where there are 2 teams and you cant eat any of your team members and the winning team would get the prize also a new map would be nice but apart from that i do recommend this game.,1
Good game,0
Good game for now I'm enjoying it 🤗🤗,0
Nice game,0
Ih Johan anil,1
I love this game i am playing this game from 2 year from different different email Ib I never bore from this game,1
Awesome,0
I LOVE SHARK,0
This is the best game ever,0
😍😍😍😍💯💯💯💯👍,0
I have 100 years old,1
Samyak,1
This game totally sucks too much ads and you never get to get a new skin it's terrible! And there is literally no people to eat and you have to wait three years to get a new prize and there is only one type of fish!,1
Easy to lose the joystick even if you just holding it. Seal is annoying and stronger shark is spawning to early.,1
"OMG GOOD GAME, sone sharks are so scary but i really like it but i must like it much if ubisoft make more sharks Thats all good game",1
❤️😍🤩💕,0
I really like this game its very fun for when your bored and i dont find anything wrong with it,1
I really liked this game and I remember that I played this game a long time ago🦈,1
In stead i accidentally reset my game now my dark hammer is gone😢😢😢😢😢😢😢😢😢😢😢😢😢,1
Ffo,1
I love this game because I can win all levels,0
I like it a lot but.... I forgot I want to say......WHY I CANT GET MONEY???!!!? I GET 1251 SCORE BUT I ONLY GET 1 GOLD EVERY TIME?????,1
The update is cool the sharks are evolving in the game upgrade!,0
This game is amazing I love the game👍👍😊,1
Bzb,1
"Overall, this game is really good. The 4 stars is because of the ads. Not because there is too many (there's not) but because when i tap the button to revive my shark by watching an ad i watch the ad and when its over i get taken to the play store even if i didn't click the ""play for free"" or the ""install now"" buttons the ads had. So can you fix that or at least put in ads that don't do this.",1
Ads...yay... Gameplay is fine but its all microtransactions and ads. When you die you can double your coins by watching an ad or dont double your coins and still be forced to watch an ad...@$!# that bs.,1
Nadeya,1
Please subscribe and like my YouTube channel name YACHU BRO,1
"It's cool ""BUT"" WE CAN'T TOUCH WELL WHEN WE GO TO THE SUFACE FOR EAT PEOPLE IN THE GAME.😡😡. But it is cool.",1
Very very very best game,0
This is best game ever,1
A A,1
I love it ♥️,0
LOVE THIS GAME!!!!! 💋💞🐊🐳🐋🐟,0
Super,0
That's very hungry,0
fun but it is not fair only hammerhead csn only evolve and when i died and i try to watch ad but it said ad no avaible and after ad was playing after i tried to watch ad an said not avaible,1
Vinayak,1
I used to have this game. I got all the way to megaladon abd so close to big daddy then my tablet broke. Cant wait to test the new sharks! Highly recomended gane you should try.,1
The Dark hammer made me become crazy and i loved it,1
Good,0
"oh wow mega evolve, and can you make a discount for jetpack?",1
Cool,0
"I thougt it was offline,but why if i buy a shark needs internet connection and my money is enough to by one shark and why they wanting me to buy a money",1
Your game is very lost please better this,0
Love this game but plz change the pic,1
UPDATE😈😈💩,1
Wonderful game,0
Dhgh😨4;&/$*?,0
They make me a grandmother,0
Ubi can you make the bar to normal that would be great pls and this is my first game pls make it worth it,1
Cool game,0
It is nice ..and also doesn't contains add..,1
Abhi,1
Brilliant game and I have had no issues with bugs or anything. Me and my son always playing it and he loves it. Definitely worth a try,1
Best game,0
The proplem about this game is installs so slow,1
I downloaded the game again on my new phone but I can't get my progress back even when I login,1
I'll give it four stars for now cuz the cage glitch ia so annoying..it flings me off in the sky...it's not that much of a problem..but its annoying..hope u can fix this...,1
Op,0
Prices are tooo high ... Need some more camera angle and specially increase the area of region,1
i like dis game so mush so i want a update to the game,1
Soooooooooo fun game,1
Hungry Shark is awesome so 5 stars,0
this game is very good,1
I like it,0
Tushar,1
I like this game this game a very good,1
It's nice game I love this game 🤩🤩,0
😱,0
It deserves five stars cause this game is very ausome🤘👍⭐⭐⭐⭐⭐,1
I kinda like dis game ive been playing dis alot but the problem her is the luminite update its not dat kinda great and also the boost need to wait and also gems are alot harder to find now,1
like,0
"Best game ever my all family play this game.,😃😘",1
Great game but with the new update people just have a megalodon and kill u instantly u should put people with the shark or other people are on the same shark as me,1
Good but boring lol:-) :-) :-) :-) iam just kidding very good game i like these game very much thanks for reading ;-),1
Good game,0
ងងេេរយយយ,0
Nice game ya game mara friend ka pas bi tha auska naMe ha arunim,1
i love this app and this is adorable you will be gonna relax in this game and you could be think that is a true shark,1
V go 8 king mini f 6th,0
I loooooooove it,1
S,0
great,0
Niec,1
super bhai,1
nice,0
every time use this app no reposting very bad app.....000000000000000000000000000000000000000000000000000000 no......👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1
Gud,1
osm,1
Aree maza hi aa gyi😍😍😍😍😍,1
Poor connectivity,0
good,0
Very bad network,0
When we recharge add on data we recive voucher then why we need to activate in My jio app. Because when we recharge add on it means our daily data exusted. And your jio app takes more than 20 min to open in 2g net,1
Thank you,0
Not good Network in the jio sim,1
Very bad service jio net also is not working u idit why I write the comments tell ur onwer jio class jio plateform .....,1
Very good my jio app,1
👌👌,0
Good I am happy.,0
100% use full,1
it is very good aap,1
Nothing to say speech less worst app,1
Whenever I call to customer care team They didn't receive my call and cut it. Jio does deserve 0 star rating. Customer care never recive my call. On Jio whatsapp no. Jio team doesn't understand my language.,1
nice app,1
nayan sk,1
Jio sim puro faltu hoya ga6a,1
Internet speed very bad all time lol,0
nice,0
my jio app very nice,1
Please check your network evening 6 pm to 10 :30 pm not working your network please solve your problem,0
very very bad network i ever seen poor network speed vi is better then this no use we have sended mails many times but no result,1
Fu** th* a**,1
Poor network,0
👎👎👎👎,0
Poor internet connection... There is no 4g speed... JIO IS PLANNING TO REDUCE 4G SPEED TO INCREASE 5G CONNECTIONS TO KILL THE PUBLIC. BAN JIO 5G It's better to Port to another company,0
network issues,1
very good,1
"Seriously? Your network is ridiculous, utterly ridiculous! Your network is the worst. Improve your network already, or else we won't be using Jio anymore, get that? Just. Improve. Your. Network stability. Get that? You'd better improve your network, or else we're so not going to use Jio. #hatejio",0
Worst network ever,0
awesome,0
No network coverage in the heart of the metro city .worst than 2g speed,1
nice,0
😊,0
"Worst network, even a 2g was better than this",0
latest songs is not avelable,1
"Past few day's,,,, 4g internet is very slow and can't open the Myjio App to even check and chat with customer care.. Kindly fix the issue..",1
thank for jio,1
ok,0
Very poor network,0
Worst service ever,0
Poor service slow download speed after 6 pm .2kb to 65kb per second download speed,0
Love,0
Excellent,0
Very poor internet service.. between 8.30 pm to 10.30 pm slower than 2g also... Streaming videos are a dream.. its impossible to browse also... And this app is the most slowest of all times... Here we are using hard earned money to recharge and you guys are giving such a pathetic service... And what is this every time recharge is about to be due you guys keep reminding me every time I call someone... What will happen if I am in trouble and calling someone for help... Stop this reminders please,1
